source_path,row_id,model_name,official_wbgt_c,model_score,station_id,hour_sgt,timestamp,date,cv_scheme,fold,residual_c,abs_error_c,obs_ge31,pred_ge31_fixed,obs_ge33,pred_ge33_fixed,ge31_event_class,observed_wbgt_bin,predicted_score_bin
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1621,M4_inertia_ridge,30.9,31.230559825351904,S187,11,2026-05-07 11:00:00+08:00,2026-05-07,time_block,time_block_01,-0.3305598253519051,0.3305598253519051,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1311,M4_inertia_ridge,30.5,31.230559825351904,S150,11,2026-05-07 11:00:00+08:00,2026-05-07,time_block,time_block_01,-0.7305598253519037,0.7305598253519037,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,12,M4_inertia_ridge,29.8,31.226958852259536,S124,14,2026-05-07 14:00:00+08:00,2026-05-07,loso,S124,-1.426958852259535,1.426958852259535,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,728,M7_compact_weather_ridge,29.4,31.22293656956197,S140,13,2026-05-10 13:00:00+08:00,2026-05-10,loso,S140,-1.8229365695619713,1.8229365695619713,False,True,False,False,false_alarm,29-30,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1311,M4_inertia_ridge,30.5,31.222747358046657,S150,11,2026-05-07 11:00:00+08:00,2026-05-07,loso,S150,-0.7227473580466572,0.7227473580466572,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,693,M7_compact_weather_ridge,30.6,31.22242727611176,S140,13,2026-05-07 13:00:00+08:00,2026-05-07,time_block,time_block_01,-0.6224272761117575,0.6224272761117575,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,877,M4_inertia_ridge,30.4,31.21712224316011,S143,11,2026-05-07 11:00:00+08:00,2026-05-07,loso,S143,-0.8171222431601102,0.8171222431601102,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1621,M4_inertia_ridge,30.9,31.21344602145362,S187,11,2026-05-07 11:00:00+08:00,2026-05-07,loso,S187,-0.3134460214536219,0.3134460214536219,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,753,M4_inertia_ridge,30.2,31.20525815256728,S141,11,2026-05-07 11:00:00+08:00,2026-05-07,time_block,time_block_01,-1.0052581525672792,1.0052581525672792,False,True,False,False,false_alarm,30-31,31-32
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1559,M4_inertia_ridge,30.5,31.20525815256728,S184,11,2026-05-07 11:00:00+08:00,2026-05-07,time_block,time_block_01,-0.7052581525672785,0.7052581525672785,False,True,False,False,false_alarm,30-31,31-32
